Username,Date,Retweets,Favorites,Message,Hashtags,Mentions
,2016-11-20 18:56:18,0,0,"BREAKING NEWS: PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS ELECTED http://www. uspoliticslive.com/2016/09/09/bre aking-news-president-obama-confirms-will-refuse-leave-office-trump-elected/  Obama not leaving W.H.",,
,2016-11-20 18:33:37,0,0,"https://www. google.com/amp/www.mornin gnewsusa.com/barack-obama-quotes-americans-lazy-will-not-leave-office-trump-gets-elected-23103576.html/amp?client=ms-android-boost-us  President Obama quotes Americans are lazy and won't leave office . Trump work in the garage",,
,2016-11-18 01:01:53,1,1,"WTH? Obama Won't Allow Trump To Work In The Oval Office ! http:// lsh.re/19H6O Obama LEAVE . TRUMP 'll rebuild AHEAD of SCH & UNDER BUDGET!",,
,2016-11-17 18:50:26,0,0,"PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS ELECTED http:// fb.me/2z3pT7jyV",,
,2016-11-16 00:17:52,0,0,"I hear they're adding Obama after Trump takes office . Why they won't leave the country? #MAGA #TrumpTrain @TeamTrump https://www. darkmoon.me/2015/germany-p lans-to-put-bush-and-cheney-on-trial-for-war-crimes/ ",#MAGA #TrumpTrain,@TeamTrump
,2016-11-15 13:55:50,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/4Pjm8dmqR",,
,2016-11-15 13:31:51,0,0,"PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS ELECTED http://www. uspoliticslive.com/2016/09/09/bre aking-news-president-obama-confirms-will-refuse-leave-office-trump-elected/ ",,
,2016-11-15 11:55:18,0,0,"PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS ELECTED - Usaaroundtheworldnews http:// fb.me/Gi9nbRN6",,
,2016-11-15 10:43:22,0,0,"President Obama can you please just refuse to leave office and Trump wont be able to hurt us? #BabyReporters https:// twitter.com/breitbartnews/ status/798546108926619648 ",#BabyReporters,
,2016-11-14 23:35:05,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/5NNsNBYxv",,
,2016-11-13 20:59:46,0,0,"I added a video to a @YouTube playlist http:// youtu.be/XKDTkwTm5VQ?a PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS",,@YouTube
,2016-11-13 02:26:00,0,0,"Is Obama going to refuse to leave office if Trump us declared President?",,
,2016-11-12 21:39:01,1,1,"@JudgeJeanine So Obama said this in Sep 2016 to CNN Wolf B.President Obama Confirms He Will Refuse To Leave Office If Trump Is elected",,@JudgeJeanine
,2016-11-12 03:02:28,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/ZGWc6e1j",,
,2016-11-11 20:07:17,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/5gOHjVIH3",,
,2016-11-11 19:31:50,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// thatviralfeed.net/u6798p5476/pre sident-obama-confirms-he-will-refuse-to-leave-office-if-trump-is-elected/85263  via @ilyke_net",,@ilyke_net
,2016-11-11 15:33:11,1,2,"Trump is always influenced most by the last guy he talked to. Obama should just refuse to leave the Oval Office and keep telling him things. https:// twitter.com/eorden/status/ 797172715748737024 ",,
,2016-11-11 14:19:54,0,0,"PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS ELECTED https:// youtu.be/XKDTkwTm5VQ via @YouTube",,@YouTube
,2016-11-11 12:13:58,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/1weYMVkMl",,
,2016-11-11 06:49:11,1,1,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// trendingcult.com/457350-3778-ux 9dLw ",,
,2016-11-11 03:50:11,0,0,"Remember when we Obama said he would refuse to leave office if trump won?",,
,2016-11-10 22:13:22,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/3ou4lUAh9",,
,2016-11-10 18:52:35,0,3,"that fake article that's like  obama says he will refuse to leave office if trump is elected like damn! i wish!",,
,2016-11-10 16:37:56,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected - http://www. woodob.com/2016/11/presid ent-obama-confirms-will-refuse-leave-office-trump-elected/  - #Breaking  pic.twitter.com/P7LsbYfWF5",#Breaking,
,2016-11-10 16:05:30,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/VRFRVCBv",,
,2016-11-10 13:30:15,0,0,"PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS ELECTED https:// youtu.be/XKDTkwTm5VQ via @YouTube",,@YouTube
,2016-11-10 11:57:40,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected | Usaveteranapproved http:// fb.me/88lK7uBxm",,
,2016-11-10 09:26:45,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected #tcot #sioa http:// sco.lt/5AfWSH",#tcot #sioa,
,2016-11-10 09:18:56,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected | Usaveteranapproved http:// fb.me/2BgedGm6I",,
,2016-11-10 08:45:27,0,0,"Obama : I hope we have peaceful transition of president Facebook: Obama says he won't leave office if trump wins",,
,2016-11-10 07:39:12,1,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected.... https:// youtu.be/XKDTkwTm5VQ #Election2016",#Election2016,
,2016-11-10 06:05:11,0,1,"President Obama should refuse to leave office until Trump shows him his birth certificate and college records just to make sure he's legit.",,
,2016-11-10 05:57:26,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// laze.ozock.com/president-obam a-confirms-he-will-refuse-to-leave-office-if-trump-is-elected/  #1 Barack Obama has sensationally told",#1,
,2016-11-10 05:35:09,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/12ibq1NwS",,
,2016-11-10 03:15:21,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// m.lovethispic.com/blog/12225/pre sident-obama-confirms-he-will-refuse-to-leave-office-if-trump-is-elected  via @LoveThisPic_com",,@LoveThisPic_com
,2016-11-10 01:14:20,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/7Tqw4h02C",,
,2016-11-10 00:11:23,0,0,"PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS ELECTED http:// ln.is/www.youtube.co m/Aq87G  via @YouTube",,@YouTube
,2016-11-09 23:49:45,0,0,"I liked a @YouTube video from @MBrodel http:// youtu.be/XKDTkwTm5VQ?a PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS",,@YouTube @MBrodel
,2016-11-09 23:19:58,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/7leS4WmsP",,
,2016-11-09 21:22:46,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/5jgAQQ5Eo",,
,2016-11-09 20:44:57,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/2EHkP1IqH",,
,2016-11-09 20:20:25,0,0,"FALSE: President Obama Confirms He Will Refuse to Leave Office If Trump Is Elected http:// fb.me/1FAEAVqbp",,
,2016-11-09 19:59:20,2,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http://www. ticklefeeds.com/president-obam a-confirms-he-will-refuse-to-leave-office-if-trump-is-elected/?utm_source=outbrain&utm_medium=cpc&utm_campaign=ObamaWontLeaveBM001#.WCPGZsfAM-U.twitter ",#,
,2016-11-09 19:05:19,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http://www. burrardstreetjournal.com/obama-refusing -to-leave-if-trump-elected/ ",,
,2016-11-09 18:49:46,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/8mfw2Q4lG",,
,2016-11-09 18:41:24,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected | Usaveteranapproved http:// fb.me/xRvtmMLP",,
,2016-11-09 18:35:07,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected | Usaveteranapproved http:// fb.me/UPgnoq7Q",,
,2016-11-09 18:19:55,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/Hz8gFWnK",,
,2016-11-09 18:15:08,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/7IrVQCbSn",,
,2016-11-09 17:45:00,0,0,"PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS ELECTED - Usaaroundtheworldnews http:// fb.me/2ZGJ700a4",,
,2016-11-09 17:40:02,0,0,"@TTLYTEALA I really hope that president Obama will live up to his promise because he said if trump wins then he won't leave the office",,@TTLYTEALA
,2016-11-09 17:08:36,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/R3LMpzIf",,
,2016-11-09 16:52:19,0,0,"Didn't Obama say if Trump won the election he would refuse to leave office ? Soooo wassup with that ?",,
,2016-11-09 16:20:33,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// incredibleusanews.com/2016/11/09/pre sident-obama-confirms-will-refuse-leave-office-trump-elected/ ",,
,2016-11-09 16:00:29,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/8f4GplUog",,
,2016-11-09 15:31:04,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/2qI5DPgJy",,
,2016-11-09 15:15:49,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/5yUusrb3o",,
,2016-11-09 14:50:57,0,0,"dear mr donald trump as Obama said he refuses to leave the office without a relection so SORRY",,
,2016-11-09 14:44:27,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected | Usaveteranapproved http:// fb.me/2zpvt23p6",,
,2016-11-09 14:41:52,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/4RHodjA0Q",,
,2016-11-09 14:40:25,2,8,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected - http:// myhiphop.org/president-obam a-confirms-he-will-refuse-to-leave-office-if-trump-is-elected-2/  #hiphop #hiphopnews pic.twitter.com/gvhGGCxH5Z",#hiphop #hiphopnews,
,2016-11-09 14:15:06,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// buff.ly/2fyBT9f",,
,2016-11-09 14:05:55,0,0,"obama said he would refuse to leave office if trump won and trump did win so like ayyy maybe no trump after all hahahahahaah",,
,2016-11-09 14:04:41,0,1,"Before you leave office president Obama can you do us all a favour please? Lose the nuclear codes somewhere Trump won't find them.",,
,2016-11-09 13:47:03,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/Zj8RKUpa",,
,2016-11-09 13:33:52,0,3,"Obama Confirms He Will Refuse To Leave Office If Trump Is Elected :-)) LOL",,
,2016-11-09 13:19:34,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/3dXgod2vL",,
,2016-11-09 13:19:33,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/8fKMtCrTb",,
,2016-11-09 13:07:11,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/2AvW4Z4zm",,
,2016-11-09 12:57:09,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/4NkN9olEM",,
,2016-11-09 12:33:34,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/5w8QcDPvX",,
,2016-11-09 12:31:54,0,0,"Obama just showed how democracy works. Make no mistake: He was setting an example because he's worried Trump won't leave office",,
,2016-11-09 12:20:45,0,0,"PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS ELECTED - Usaaroundtheworldnews http:// fb.me/1yMK8ajM4",,
,2016-11-09 12:17:18,0,0,"PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS ELECTED - Usaaroundtheworldnews http:// fb.me/38gAxp4ns",,
,2016-11-09 12:07:34,0,0,"Obama said he would refuse to leave office if trump was elected!!! He better come through",,
,2016-11-09 12:02:38,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected  Ozock @FOXLA @Araksya @mariasearth http:// keys2.ozock.com/president-obam a-confirms-he-will-refuse-to-leave-office-if-trump-is-elected/?utm_source=bolly.news&utm_medium=s3&utm_campaign=2301&atm=2301&sp=2 ",,@FOXLA @Araksya @mariasearth
,2016-11-09 11:52:53,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/5b9N5zQUx",,
,2016-11-09 11:52:27,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/8fhbvGVxm",,
,2016-11-09 11:52:03,0,2,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected https:// goo.gl/WrMQYn",,
,2016-11-09 11:41:11,1,0,"I wonder if Obama going stick to his word when he said he won't leave office if Trump was elected",,
,2016-11-09 11:35:07,1,0,"Didn't Obama say he would refuse to leave office if Trump won?",,
,2016-11-09 11:24:12,0,0,"PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS ELECTED - Usaaroundtheworldnews http:// fb.me/1BFPqoTsO",,
,2016-11-09 11:18:06,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/610UgWMlt",,
,2016-11-09 11:15:48,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/38dVmVSvN",,
,2016-11-09 10:57:45,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/1jfxtXMrq",,
,2016-11-09 10:44:47,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/895eG846x",,
,2016-11-09 10:42:49,0,1,"Obama said he won't leave office if trump wins. boutta go down in the White House..",,
,2016-11-09 10:30:03,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/4CkjaScuS",,
,2016-11-09 10:25:00,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/19x29zCpH",,
,2016-11-09 10:24:56,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/64uZc1sLP",,
,2016-11-09 10:15:58,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/2Hctc394X",,
,2016-11-09 10:15:37,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/3IM7po9RA",,
,2016-11-09 10:07:59,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/8j9xFqigS",,
,2016-11-09 10:05:42,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/ZrHH9Udl",,
,2016-11-09 09:53:20,1,1,"Obama Says He Wont Leave Office If Trump Is Elected http:// yournationnews.com/obama-says-he- wont-leave-office-if-trump-is-elected/ ",,
,2016-11-09 09:51:54,1,3,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// laze.ozock.com/president-obam a-confirms-he-will-refuse-to-leave-office-if-trump-is-elected/?utm_source=trendingcult.com&utm_medium=s3&utm_campaign=2465&atm=2465&sp=2  pic.twitter.com/V9ccmCqasP",,
,2016-11-09 09:46:31,2,0,"Obama said he refuse to leave office now that trump is elected ....",,
,2016-11-09 09:38:58,5,4,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected | Usaveteranapproved http:// fb.me/1wjflh67h",,
,2016-11-09 09:29:51,0,0,"All those that refuse to accept #Trump as pres are welcome to leave ...I was told that when #Obama took office and when Bill took office .",#Trump #Obama,
,2016-11-09 09:28:59,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/8bal1fvXS",,
,2016-11-09 09:23:27,1,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected  Maine Republic Email Alert https://www. google.co.uk/amp/s/mainerep ublicemailalert.com/2016/09/11/president-obama-confirms-he-will-refuse-to-leave-office-if-trump-is-elected/amp/?client=ms-android-samsung ",,
,2016-11-09 09:22:37,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/5ofehFK8J",,
,2016-11-09 09:15:59,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/7Yy8GcF1P",,
,2016-11-09 09:08:05,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/5FoPZETox",,
,2016-11-09 09:05:30,0,0,"Didn't Obama say he would refuse to leave office if Trump was elected?",,
,2016-11-09 09:02:37,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/UMzNauLX",,
,2016-11-09 08:29:31,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/5iTsCglfU",,
,2016-11-09 08:29:09,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/7T5ImE4lH",,
,2016-11-09 08:25:59,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/1QIkJf4JI",,
,2016-11-09 08:13:15,0,0,"BREAKING NEWS!!! I WILL NOT GIVE TRUMP PRESIDENTIAL SWORD. PRESIDENT OBAMA REFUSE TO LEAVE OFFICE FOR TRUMP - http:// viralblogs.info/?p=1016",,
,2016-11-09 08:06:21,0,0,"PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS ELECTED - Usaaroundtheworldnews http:// fb.me/5hxYfwwtj",,
,2016-11-09 07:53:02,0,0,"Can Obama please refuse to leave office like he said he would if Trump was elected?",,
,2016-11-09 07:49:06,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/SXgii7XM",,
,2016-11-09 07:31:13,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/5MLcuehb3",,
,2016-11-09 07:26:59,0,0,"PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS ELECTED - Usaaroundtheworldnews http:// fb.me/1yO0JWRsz",,
,2016-11-09 07:22:43,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/36OKO7FSn",,
,2016-11-09 07:19:10,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/5AUGkwUpF",,
,2016-11-09 07:16:16,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/6nhd3TOLd",,
,2016-11-09 07:11:49,1,1,"Obama never said he would refuse to leave office if trump won. All false",,
,2016-11-09 07:05:22,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected - USA Info - http:// go.shr.lc/2dIRHIO via @Shareaholic",,@Shareaholic
,2016-11-09 07:00:08,0,0,"Didn't Obama say that if Trump was elected president that he would refuse to leave the office ? I hope it's true Obama is the best there is",,
,2016-11-09 06:48:12,0,0,"on the bright side Obama said he refuses to leave office if Trump wins",,
,2016-11-09 06:36:01,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/7iJaaovG1",,
,2016-11-09 06:28:32,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/8gn5G60us",,
,2016-11-09 06:24:20,0,0,"Obama said he refuses to leave office now that Trump won &' he won't leave until there is a re-vote",,
,2016-11-09 06:14:25,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/8fgeeTPlH",,
,2016-11-09 06:06:01,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/8zMyLRw3X",,
,2016-11-09 06:03:02,0,0,"PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS ELECTED http:// fb.me/1yLrfalRG",,
,2016-11-09 05:45:14,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/4dzeqJwxv",,
,2016-11-09 05:40:25,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/MwYomWHo",,
,2016-11-09 05:34:52,2,1,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// laze.ozock.com/president-obam a-confirms-he-will-refuse-to-leave-office-if-trump-is-elected/7/?utm_source=trendingcult.com&utm_medium=s3&utm_campaign=2465&atm=2465&sp=2 ",,
,2016-11-09 04:48:25,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http://www. burrardstreetjournal.com/obama-refusing -to-leave-if-trump-elected/ ",,
,2016-11-09 04:38:56,0,0,"PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS ELECTED http:// fb.me/5s1Yf41J7",,
,2016-11-09 04:38:53,0,0,"So remember when Obama said he won't leave office if trump is elected?",,
,2016-11-09 04:22:43,0,0,"PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS ELECTED http:// fb.me/1u2iY0jpR",,
,2016-11-09 04:17:39,0,0,"@VanJones68 My daughter a few weeks ago said If Trump wins that Obama should refuse to leave his office . She is 7",,@VanJones68
,2016-11-09 04:11:18,0,0,"PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS ELECTED http:// totalworldnews.com/president-obam a-confirms-he-will-refuse-to-leave-office-if-trump-is-elected-2/ ",,
,2016-11-09 03:51:59,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/58Hc1LiOJ",,
,2016-11-09 03:49:42,0,0,"FALSE: President Obama Confirms He Will Refuse to Leave Office If Trump Is Elected http:// fb.me/84On7KWZI",,
,2016-11-09 03:46:34,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/7GGjY0Qha",,
,2016-11-09 03:45:25,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/wd0N5t8y",,
,2016-11-09 03:26:41,0,0,"If Donald Trump WINS I'll Refuse to Leave Office  Barak Hussein Obama",,
,2016-11-09 03:24:40,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/1w747jr8u",,
,2016-11-09 03:17:38,0,1,"I hope Obama sticks to what he said like a month ago which is that if trump wins he will refuse to leave office",,
,2016-11-09 03:17:18,0,0,"Did Obama really say he won't leave office if Trump wins? Thought that was satire posted somewhere I don't recall.. #ElectionNight",#ElectionNight,
,2016-11-09 03:16:53,3,10,"Obama once said he won't leave office if trump is elected it's that time my president.",,
,2016-11-09 03:16:14,0,0,"Let's see if Obama will still refuse to leave office now that Trump has been elected",,
,2016-11-09 03:15:42,0,0,"President Obama Confirms He Will Refuse To Leave Office If Trump Is Elected http:// fb.me/8qvcpMozn",,
,2016-11-09 03:14:57,9,3,"Obama you said if trump gets into office  that you'll refuse to leave .. so come Jan 2017 you better not move an INCH ",,
,2016-11-09 02:40:44,0,1,"#ElectionNight Trump is officially the president elect Obama should embrace his roots like other African leaders and refuse to leave office",#ElectionNight,
,2016-11-09 02:37:27,0,0,"Didn't Barack Obama say he'd refuse to leave office if trump won",,
,2016-11-09 02:23:21,0,0,"President Obama will refuse to leave the Office if Trump wins... #ElectionResults",#ElectionResults,
,2016-11-09 02:17:41,8,18,"Maybe President Obama will leave things in the Oval Office that Trump can't stand (like women or minorities) & he'll refuse to inhabit it",,
,2016-11-09 02:07:23,0,0,"PRESIDENT OBAMA CONFIRMS HE WILL REFUSE TO LEAVE OFFICE IF TRUMP IS ELECTED http:// fb.me/91C4UWHFU",,
,2016-11-09 01:58:36,0,0,"If Trump wins Obama needs to disregard the Constitution and just refuse to leave office",,
,2016-11-09 01:57:35,1,0,"Obama said he will refuse to leave the office if trump is elected pic.twitter.com/74zGH1wL6X",,
