Username,Date,Retweets,Favorites,Message,Hashtags,Mentions
,2016-10-21 13:06:40,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines         ... http:// fb.me/47GGsi1sX",,
,2016-10-20 22:07:48,6,3,"From earlier this year Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/  #ImWithYou",#ImWithYou,
,2016-10-20 21:36:50,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/52JCfhFa9",,
,2016-10-20 21:04:28,1,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines  American Military News http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/?utm_campaign=shareaholic&utm_medium=facebook&utm_source=socialnetwork ",,
,2016-10-20 18:42:59,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/2sMMbLI0J",,
,2016-10-20 18:20:38,1,1,"@seanhannity #TBT Donald Trump Sent His Own Plane To Transport 200 Stranded Marines  American Military News http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/ ",#TBT,@seanhannity
,2016-10-20 17:14:31,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/RF7289aX",,
,2016-10-20 16:20:28,0,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/2JrzhFsiB",,
,2016-10-20 13:09:05,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1GuNKIc0Z",,
,2016-10-20 13:06:57,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1oeW8TVSC",,
,2016-10-20 12:32:29,0,0,"Trump sent his own plane to pick up stranded Marines https:// goo.gl/2PwGA7",,
,2016-10-20 12:20:30,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/XSqQHsl8",,
,2016-10-20 10:06:39,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/QVbs4akI",,
,2016-10-20 09:34:19,1,1,"Kindhearted Donald Trump Sent His Own Plane To Transport 200 Stranded Marines https:// goo.gl/2PwGA7",,
,2016-10-20 06:36:53,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1tODL0m0t",,
,2016-10-20 02:09:21,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5faCtjnpf",,
,2016-10-19 23:58:44,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/6y4xv99eh",,
,2016-10-19 22:40:46,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/4j3hYxGSq",,
,2016-10-19 22:35:43,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/RgrM9nnS",,
,2016-10-19 22:34:53,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8vHTG9eFC",,
,2016-10-19 21:52:53,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/3cSGw6Jiy",,
,2016-10-19 21:37:09,1,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines  American Military News http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/?utm_campaign=shareaholic&utm_medium=facebook&utm_source=socialnetwork ",,
,2016-10-19 21:14:58,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/2XKmkLbRD",,
,2016-10-19 20:07:21,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/55TfzC9Ai",,
,2016-10-19 19:05:19,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1uQ0yCOjJ",,
,2016-10-19 17:04:49,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1Dm0ABAUQ",,
,2016-10-19 16:20:56,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5PLNEg25w",,
,2016-10-19 16:04:36,1,3,"Donald Trump sends his own plane to transport 200 stranded Marines . https:// goo.gl/2PwGA7 #tcot",#tcot,
,2016-10-19 15:25:57,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5hnbTqvzr",,
,2016-10-19 15:14:56,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/CjXKCMSX",,
,2016-10-19 14:17:29,1,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/zpOOOLmJ",,
,2016-10-19 14:07:18,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// modo.ly/2em4Fth pic.twitter.com/7ea0NHrvZ9",,
,2016-10-19 13:54:41,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8eqMfavQA",,
,2016-10-19 13:23:14,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/7KNrT0MMU",,
,2016-10-19 11:31:59,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/34tBlIbfW",,
,2016-10-19 10:31:29,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8pVC9fSwc",,
,2016-10-19 09:23:28,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/65rYYcA8X",,
,2016-10-19 09:21:59,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5IJNa9HIE",,
,2016-10-19 08:43:21,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1t4G6mcTc",,
,2016-10-19 06:59:05,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1s2pGEJgH",,
,2016-10-19 05:09:27,0,1,"Donald #Trump sent his own plane to rescue 200 stranded US Marines . Can't imagine Hillary doing anything like that. http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/ ",#Trump,
,2016-10-19 02:41:43,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/46pf5OUhf",,
,2016-10-18 23:49:56,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8dTdEQ9gq",,
,2016-10-18 23:18:36,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/7rpBtSFia",,
,2016-10-18 23:16:50,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5EWSrW58r",,
,2016-10-18 21:49:48,0,0,"Donald J. Trump sent his own plane to transport 200 Stranded Marines  While Hillary Clinton left stranded... http:// fb.me/89ZW7od3q",,
,2016-10-18 21:33:29,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8lD9zl6wp",,
,2016-10-18 20:13:46,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/32C4BhNth",,
,2016-10-18 17:54:14,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/9M11Yot1E",,
,2016-10-18 17:21:17,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5UMs4bYlN",,
,2016-10-18 17:14:46,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/82JQnxJQw",,
,2016-10-18 15:34:25,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/22hT02U0e",,
,2016-10-18 13:57:01,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/HukQBHFz",,
,2016-10-18 13:09:32,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1skGYzvSU",,
,2016-10-18 09:35:40,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1uBLd6IeT",,
,2016-10-18 06:20:55,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/R3QmShU3",,
,2016-10-18 00:23:09,0,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8gKjOzm2z",,
,2016-10-17 23:40:33,2,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-17 22:12:57,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1tcN9pyRo",,
,2016-10-17 21:19:53,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines  American Military News http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/ ",,
,2016-10-17 20:56:27,3,3,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-17 20:51:38,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-17 18:47:13,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8j6Hglynf",,
,2016-10-17 18:37:27,0,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/4uRDdY1cf",,
,2016-10-17 17:32:31,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines  American Military News http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/ ",,
,2016-10-17 15:52:39,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-17 15:26:05,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1rqFHD2uk",,
,2016-10-17 15:18:53,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-17 14:11:30,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1wFUYKfuo",,
,2016-10-17 12:56:30,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/7TQpgeezA",,
,2016-10-17 12:19:31,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/6yQqZ0X6o",,
,2016-10-17 11:41:44,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/2FJidmzej",,
,2016-10-17 11:26:52,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5sKzMCa9Z",,
,2016-10-17 10:01:31,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/7KxtiNG0U",,
,2016-10-17 09:10:25,26,21,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7 #WakeUpAmerica VOTE #Trump SECURITY BORDERS JOBS",#WakeUpAmerica #Trump,
,2016-10-17 07:44:38,0,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines  American Military News http:// pinterest.com/pin/7121323783 7508434/  http:// fb.me/1FkJ6eGDC",,
,2016-10-17 07:44:34,13,16,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/V69jtHtu",,
,2016-10-17 07:44:23,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines  American Military News http:// pinterest.com/pin/7121323783 7508434/ ",,
,2016-10-17 07:40:05,1,2,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/2Z1Bvw6Tt",,
,2016-10-17 07:06:02,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/4ru6MrObr",,
,2016-10-17 06:35:11,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8f3uSggNj",,
,2016-10-17 06:17:05,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8otqipTzw",,
,2016-10-17 00:28:34,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8pRXvXGDo",,
,2016-10-16 23:57:13,2,2,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines  American Military News http:// ln.is/americanmilita rynews.com/lvgMw ",,
,2016-10-16 23:11:05,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-16 23:01:03,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7 God Bless",,
,2016-10-16 22:54:40,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/3iw9pcApa",,
,2016-10-16 22:51:26,0,0,"Umm yeah and who the bad guy dumb sheepDonald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-16 22:35:00,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8czvKrcGR",,
,2016-10-16 21:20:38,2,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5iOJG7oOd",,
,2016-10-16 21:18:40,2,2,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-16 21:18:33,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8ucMo0VSR",,
,2016-10-16 20:43:53,1,1,"http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/?utm_campaign=shareaholic&utm_medium=facebook&utm_source=socialnetwork  Trump sent own plane to help stranded marines . #TrumpTrain #MAGA #VetsVoices pic.twitter.com/cnsa5FiTxf",#TrumpTrain #MAGA #VetsVoices,
,2016-10-16 20:41:49,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-16 20:31:37,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// lnkplg.co/Y6oAR",,
,2016-10-16 19:27:16,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-16 18:46:57,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/3c29f4vL4",,
,2016-10-16 18:00:29,0,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/UZBnjeFu",,
,2016-10-16 17:30:01,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1oxRI3l2u",,
,2016-10-16 17:07:18,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/4vJntquYk",,
,2016-10-16 16:01:07,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/N8VwT9FI",,
,2016-10-16 15:53:55,0,1,"1991: Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-16 14:28:36,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7 Love to hear from some of these guys & gals",,
,2016-10-16 14:17:31,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/OSAYmWY3",,
,2016-10-16 14:00:44,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-16 13:48:02,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/571cb7XZ0",,
,2016-10-16 13:35:02,13,8,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/ ",,
,2016-10-16 13:18:37,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5lRtchIs9",,
,2016-10-16 13:00:29,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines #Trump #NeverHillary - https:// goo.gl/2PwGA7",#Trump #NeverHillary,
,2016-10-16 12:45:48,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-16 11:34:31,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/89PEA0hxT",,
,2016-10-16 11:22:30,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// lifeeventweb.com/index.php/2016 /10/09/donald-trump-sent-his-own-plane-to-transport-200-stranded-marines/ ",,
,2016-10-16 09:04:07,0,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-16 08:04:51,1,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-16 05:08:23,0,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-16 00:26:58,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/7Opcp628T",,
,2016-10-16 00:22:51,0,1,"What an awesome story: Trump Sent His Own Plane To Transport 200 Stranded Marines - http:// ln.is/americanmilita rynews.com/noIDu ",,
,2016-10-15 23:27:10,1,2,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5Ug5gY0qG",,
,2016-10-15 22:39:23,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/CJZf8PhL",,
,2016-10-15 22:10:36,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8cbwEjTj8",,
,2016-10-15 21:48:34,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-15 21:10:48,0,0,"Donald #Trump Sent His Own Plane To Transport 200 Stranded #Marines - https:// goo.gl/2PwGA7 #USMC Devildogs #Military #votetrump",#Trump #Marines #USMC #Military #votetrump,
,2016-10-15 20:48:14,0,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/8cfZIsNf5",,
,2016-10-15 19:23:14,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/2t5UuVayc",,
,2016-10-15 19:03:51,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/5Fa1taWST",,
,2016-10-15 17:45:49,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/2qgZ0NAKB",,
,2016-10-15 16:56:51,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/86tlXeMMd",,
,2016-10-15 16:44:56,0,0,"#TRUMP #TRUE #PATRIOT #CARES #MAGA >> Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",#TRUMP #TRUE #PATRIOT #CARES #MAGA,
,2016-10-15 14:42:48,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-15 14:23:09,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines ... http:// fb.me/5fimgchNR",,
,2016-10-15 14:20:26,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-15 14:17:32,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines ... http:// fb.me/4bJ2ru4b3",,
,2016-10-15 14:02:43,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// bit.ly/2dEC6FT pic.twitter.com/IztB5d2bkl",,
,2016-10-15 14:02:01,1,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/  pic.twitter.com/cLeAikw4cc",,
,2016-10-15 13:48:46,0,1,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines  American Military News http:// americanmilitarynews.com/2016/05/donald -trump-sent-his-own-plane-to-transport-200-stranded-marines/ ",,
,2016-10-15 13:39:58,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-15 12:18:17,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/OnhkgcIC",,
,2016-10-15 11:43:58,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7 @CNN@NBC @ABC @NPR BET U WON'T REPORT THIS!",,@CNN @NBC @ABC @NPR
,2016-10-15 09:32:57,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/30J4DE9j5",,
,2016-10-15 08:43:40,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/50ZaEQGtp",,
,2016-10-15 07:47:43,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/1rj2WNJvg",,
,2016-10-15 07:37:23,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-15 07:16:22,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines http:// fb.me/Vyx5TVMG",,
,2016-10-15 06:18:54,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - http:// ln.is/americanmilita rynews.com/P5CTj ",,
,2016-10-15 06:09:55,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
,2016-10-15 05:48:10,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - http:// ln.is/americanmilita rynews.com/fgiEz ",,
,2016-10-15 05:26:21,0,0,"Donald Trump Sent His Own Plane To Transport 200 Stranded Marines - https:// goo.gl/2PwGA7",,
